source,hospital,review
MouthShut,Max,"Mai emergency mai gya 11 March ko 10:55 p Dr ne pucha koi panel h Maine bola dgehs khne lga bed nhi h yashoda m le jao

12 vje tak request Kari fir mmy ko attack aa gya

Ventilator par ger dia

1 mhine ventilator par rkha 10 lakh ka kharcha

Baad me bol dia nahi Bach payi

Beech me mmy ko hdu me bhej dia whan dubara attack aa gya

Mmy ko bhukar rehta tha koi nhi dekhta

Totally ignored krke rkhetry h patient ko life ki sbse bdi galti ho gyi max me le jakar

Emergency me phle aapka panel puchenge fir admit krnge

Dr ne patient ko theek krne ki kosis bhi nhi ki

Dr lovy gaur Dr Manoj singhal dono itne chalak h na to neurologist ko bulaya na cardiologist ko apne aap decision lekar unpar experiments kar rhe they

Sbse bdi prblm apko btaun yeh sab mile hue h sab ki sab

So please Mt Jana

And Dr lovy gaur micu 6 floor manoj singhal bhagwan tumhari maa ko bhi tumse dur krde"
MouthShut,Max,"I have a experince my wife got addmitted due to dwngue in this healthcare.

Very prompt response for life saving and staff and emergency was wonderful. Hats-off to all doctors"
MouthShut,Max,"I'm highly delighted to share my views for MAX.

Most advanced healthcare facilities are given at a reasonable cost.They are dealing with numerous patients daily in a well systematic manner.Highly Qualified and well experienced doctors and teams are available here 247.

I highly thankful to members of MAX hospital liver transplant department.

Dr.Subash Gupta and Dr. Shalin and teams.

The staff behaviour is really impressive especially ""Dr. Vikram and Dr. vipul"". Both are so polite and caring in nature , and ICU staff all nurses and Doctor D.J. are excellent and dedicated .

I am highly thankful to the staff and nurses 4th floor ward : Arshi, Reema, Kirti, Anjitha, arut, sekib, puroshtam, wouchan, sumet and Deepak and all of there with GD staff.

And from the side of Housekeeping : Suman and another member, they are much taken of my baby care.

I've never seen such helpful staff in any other hospitals .

Thankyou Max

Must opt for Max hospital."
MouthShut,Max,You take an appointment and when you arrive they just tell you the doctor cannot see you right now. No apology for not able to see. No reason provided nor any empathy for the patient. The coordinator was too rude in the urology department. No other time given as well. No courtsey to call or message on cancelling the appointment.
MouthShut,Max,Couple of days ago i admitted my mother for bypass surgery. Ctvs ICU Worst nursing staff. Worst food provided to patient. Totally disappointed by MAX hospital facilities. I was called at 11pm for arranging blood platlets so that hospital can operate in morning. Not informed earlier so that patient's attendent can arrange any donar. food provided to patient was not good in CTVS. It seems that food is not fresh. Tea once prepared in morning served till evening to the patient.
MouthShut,Max,"The medical centre for foreigners countries like canada australia etc. is so helpful and the behaviour of staff innso nice expect one staff member weraning white coat with sea green dress i dont like their way of treating clients and students. She is being so rude with clients even i talked to clients they are often disturbed from her and we all request you yo change her .

Thank you"
MouthShut,Max,"Worst. You will waste your money. They are only here to mint money. There are huge price difference if you get chemo from Shalimar bagh it will cost only 21k but here they charge more than 28k and they do not ahve ambulance or emergency care service for any query they will send you to go Max Saket. The management, nurses are alwys talking then actually working. Do not go there as a small unit they only think about profit to survive. Doctor Jhulka is good but most of the time he own't even remember you name forget about case, nurses are always hurry to go home early. On duty doctor won't even take your call."
MouthShut,Max,"Its money minting press and they have perfect recipe for manking good balance sheet you can have good case study of gr8 business . There lack of coordination among staff and departments you have to bridge this gap if you want to get treated. They help you to come closer with your patient both physically and emotionally because after all you are the only responsible for all his/ her needs in hospital. Surprise are part of your stay you will get used too soon.

At last you will realize chal aa hi gaaye hai to krwa leta hu. And for 100 times and to 100 different people staff you have to tell them why you are here because padne mei time aur mehnat dono lagta hai puchne mei nahi."
MouthShut,Max,"I had a bad experience at Max Hospital Vaishali!

Customer service as well as biling counter staff are guiding properly ! either not having proper knowledge or don't want to guide ,

Due to their their this attitude couldn't get my tests completed timely !"
MouthShut,Max,Worst experience with Dr.. Anil Bhatt and Dr. Vaibhav Mishra who failed in performing Bypass surgery for a person who came just in without any heart attack.. Surgery was completely mishandled leading to complications and eventually death.. I believe Doctors could not diagnosed the patient fully before surgery whether his body and heart can withstand in surgery ir not.. All of them were in a hurry to do surgery..No recovery in ICU despite 5 days stay and on 6th day.. patient expired...Extremely Disappointed....
MouthShut,Max,All nursing staff so good.specialy thanks for doctor manu sharma.He is very good doctor in max hospital pediatrics
MouthShut,Max,"Max healthcare brand is famous and reliable in India but all Max are not same Max mohali is worst ever, their doctors are not even looking after their ICU patients they prefer OPD patients first and secondly their ICU team is useless as they even not taking care patients on ventilator their pipe was going off but the nursing staff was not giving focus on them, as I mentioned it couple of time they only have one excuse “ oh koi chakkar ni kuch ni hunda wapis lga dinde aa” they even not taking care of bed sore , they just enjoin doing nothing in ICU. I will request the overall management of Max healthcare India please do visit in the hospital and see what’s going wrong. Even their death rate is high. Please please do something.

Regards"
MouthShut,Max,"The security guard and the facilities provided by the hospital is just not acceptable.

They does not have the facilities for the attendents, even a single chair to sit. They don't even care for the patient."
MouthShut,Max,Manju durgapal works very hard and smartly.she is very kind and helpful.she prick me paniless during collect my blood sample .keep it up.
MouthShut,Max,"What a pathetic place! I had booked a preventive health check and was clearly told that no other charges would be levied apart from the cost of the health check while making the booking. But on the day of appointment, the billing people insisted that I pay the registration charges before proceeding for the health check up. They just seem interested in taking as much money from people as possible. A total waste of time!

Had appointment with Dr guptaa at 11.45 am finally called at 12.30 pm. Why have appointments, just have walk-ins and let it be absolute chaos."
MouthShut,Max,"I am very happy with there services, Dr. Sharad is is our dr. He is very humble in nature got very good treatment by him, Also nursing staff also very nice Food is also very good in taste and Dietician Shreya is very polite in nature and Done very good consuling And"
MouthShut,Max,"This is the worst hospital and dark patch in the name of Max brand. The top management must review the team of doctors who behave like jhola chaap doctors aiming to plundering only. They do not have practical knowledge of medical treatment. It seems that management has filled up the vacancies with russian/Ukrainian/donation degree/reservation category doctors.

Few days back we did biggest mistake of our life when we admitted our father through emergency due to respiratory issues under Dr. Mayank, Pulmonologist. Around 04:00 AM we visited there for first aid only while for hospitalisation we always prefer BLK for last 10 years. But doctor in emergency convinced us it was a normal infection which would fixed in a couple of days so admission was required. But our decision turned into a big mistake.

Around 11:00 AM they shifted him in MICU from emergency in pretext of precautionary basis while we requested them to shift him in a normal room because his SPO2 level using oxygen mask had reached at 92, while initially it was 88. The whole day he was normal in MICU. Around 11:00 PM we spoke to the ICU staff through intercom who informed us that he was completely normal. But around 11:30 PM I received a call from MICU that his situation had become worsen so they were planning for the ventilator.

I shocked to hear it as he was normal the whole day till 11:00 PM, so I disagreed about the usage of ventilator, but ICU incharge warned me for its negative consequences, then finding no other way I express my permission for fulfilling her wish. After 36 hrs usage of ventilator they switched to NIV support then on Bipap, again NIV, again Bipap, which turned our father into a most critical situation. We understood that it had become worst period of our life.

On fourth day during visiting hour I put off Bipap mask for trying to talk with my father but I really shocked to see that his mouth including tongue had full of fungal infection. I cried about such neglegence where basic hygiene had not been maintained which created high infection. Initially, TLC was 7000 which hiked above 15k. When discussed the situation with Dr. Mayank who was blank mind with dead end and no idea for further treatment. He advised us to wait and watch because he could not able to change the antibiotics, neither he could able to make bronchoscopy. He also informed us for usage of ventilator again as his situation was deteriorating. He told us that in such a situation he generally advise to the attandants for taking back their patients at home for Sewa.

Then we shocked and decided that we should immediately shift our father into BLK hospital by any means. Then we discussed the matter with our primary doctors of BLK who agreed to take charge of him, if we could able to shift him from there as in transit risk was severe. But we had no other option so decided to took risk, which was successful. Here at BLK we always feel that doctors are replica of Bhagwan. They never left no stone unturned for the betterment of their patients. Dr. Subhash Chandra, Dr. Atul prashad, Dr. Vineet Banga, Dr. Narryar are remarkable doctors who changed the complete picture and provide us the desired results. Now our father is stable and shifted into pvt. room who is recovering very fast. Thanks to BLK, our trusted hospital ever.

This is not only our story in MAX Vaishali but there are a lot of similar stories where most of the time people lost their family members as such dare of shifting cannot take everyone.

I have no other word to say them criminals, plunderers and murderers instead of doctors in Max Vaishali.

I urge the top management of Max to thoroughly investigate such malpractice as unprofessional doctors are diminishing the brand name of Max.

I also request Medical council of India to investigate about such malpractice where people are being plundered with many lakhs of hard-earned money including the loss of life of their family members."
MouthShut,Max,"They murdered my father. The ICU doctors Mohit Mathur, Monica Gupta and Swapnil are cold, rude and don't care for the patients. On his 2nd day in the hospital (he was in the HDU

at this point), my father complained that

the med/nursing staffer named Nagender, pushed him and forcibly held him down. Horrible!

My father walked into the hospital with a mild congestion ( no fever, no cold, covid negative and excellent blood-work) but was over-sedated by these monsters who also wanted put him through unnecessary heart surgery despite the fact that he developed fever on the 3rd day..thanks to abysmal hygiene standard. Saw him lying in his excrement on 2 different occasions. But instead of cleaning him, they had thrown 3 blankets and a sheet over him (he had 102° fever by then and they should have given him cold packs instead). The nursing staff is equally awful and uncaring. Also, we found injuries in his face, a bad one on his nose on the 4 the day. He was comatose at this point.

The Alpha beds don't function (have 'out if order' stickers) despite the fact that they charge 1-1.5 lakh rupees per day (non surgical).

We lost him on the 10th of January to the greed of these soul-less criminals. Reason of death they wrote was 'sepsis'..developed due to the gutter-like hygiene they maintain."
MouthShut,Max,Caught them overcharging. Nobody responded for 2 day . Couldn't explain and kept on giving excuse that hospital software work like this only.
MouthShut,Max,"Zero empathy and care for patients. They only care about high value billing. Refused to see senior citizen as it was a walk-in.

All doctors including Dr Dang who had zero waiting time refused. We had to threaten to file a complaint when the emergency dr agreed to see.

It’s time they shut this hospital and open a low grade departmental store given the way they treat their patients"
MouthShut,Max,"All the hospitality is geart and coprative

Meal for patient is nice and hygienic.

Security staff is nice and obident."
MouthShut,Max,"ICU incharge Divya Jyotiand Doctor Subhash Gupta , shalin Aggarwal are not doctors but they are here only to collect revenue for hospital.all are looters and criminals.national medical council should take some strict action against such criminals so that nobody may loose his/ her near and dear ones. All these doctors have murdered my mother.ICU incharge Divya Jyoti is misusing ventilator and all other medical equipments.He makes attendants fool by laying dead patients on ventilator.also he informs about death in late night so that nobody can listen raised voice of family members of murdered patients.Nursing staff of ICU 4th floor is so cruel. I request all the viewers to share all this more and more on social mediaso that nobody may loose his/her near and dear ones. How my mother is murdered by Dr.subhash Gupta is explained below by my brother Neeraja garg."
MouthShut,Max,"Very bad experience.
Morning if you call customer care to get appointment, they does not pick call and if picked you will be in queue for 30 min and the it disconnects.
I do billing for urology doctor and since doctor was busy in operation I kep waiting for 2 hour and then asked for refund but they did not refund, instead doctor assistant asked to get ultrasound done with saperate billing, i got it done, but doctor still not came so she write few medicine.
I asked for refund of doctors consultation. Assistant said I did consultation on doctprs behalf. Andcthey have not refund the money.
Now looks like in max hospital mohali, doctor and assistant doing same work and charge same fees .

They are cutting patients pocket. I never recommend to go to this hospital."
MouthShut,Max,Services are pathetic in NICU. They are literally not paying attention at all. They are literally killing babies by not providing nutrient diet. So that they can nake baby more sick to extract money
MouthShut,Max,"Name - Kanta Garg

Max ID - MHLI 289312

Doctors - dr. Subhash Gupta, Dr. Shaleen Agarwal and Team

Hospital - Max Super Speciality Hospital Saket

Address - 4th Floor ICU West Block and 5th Floor Economical Ward

I am very sad to inform my mother declared dead by Max Super Speciality Hospital Saket on 15th Nov 2022.

My mother admitted to Max Saket on 30th August 2022 for minor surgeries of Parastomal hernia and cholecystectomy(Gallbladder Removal). She came to hospital on foot and travelled all the way from train up to New Delhi and was in good condition and her all parameters were normal.

Due to surgical Blunders her small intestine cut down during first two surgeries by Max Healthcare on 31st Aug 2022. But no one from medical team or surgery team informed us. After operations her condition started to deteriorate and her oxygen level, BP dropped drastically. Doctor informed us that this is nothing to worry and she will be normal in 1-2 days. But after seeing no improvement they admitted my mother to ICU.

On 4th Sep 2022, Doctors shifted my mother to operation room without consent of family and patient. We were surprised and shocked when we came to know that her third surgery started without our consent and without discussing with us the reason of third surgery. But with no alternate we have to sign paper later on for well being of my mother.

After operation doctor informed us they have removed 1 feet small intestine due to infection. We were surprised and shocked and we asked doctor how small intestine get infected. But we did not get any proper response. Doctor hide the reason behind this. Doctor put pasting to connect cutting edges of small intestine. Doctor told us we have to wait for 7 - 8 days to see if pasting will hold or not.

After 4th September, My mother was on ventilator up to 6th October 2022 and her condition was critical and survival chances were quite low. As a family we prayed day and night for her survival. She suffered unbearable pain on each day of her stay in hospital due to surgical blunders. She was unconscious for many days after third surgery and was on continuous ventilator and many other machines support. Approx. 12th Sep 2022, pasting did not hold and large wound get opened in her stomach as attached in photos. She started to feel unbearable pain on stomach area due to large open wounds. Whatever she eat, around 80 to 90% get leaked from stomach large wound and that is quite horrible to see such situation of my mother.

Doctor told us her large wound may recover with food and diet. ICU staff and nurses were not cooperative and seems quite rude to patient and patient family request. ICU staff were not serving her proper food and she was not able to speak due to tracheostomy tube and ICU staff seems to be taking advantage of that limitations.

She started to get some strength in hand after few days and started writing to us about ICU staff behaviour and rudeness when we visit to her during ICU visiting hours. We have complained same to ICU In Charge Doctor Dibyajyoti but he seems to taken it lightly and no proper care was provided after multiple verbal complaints.

My mother and whole family was distressed after seeing lack of care in Max Health care ICU and same I have reported in max healthcare feedback forms.

We are shocked to see only one Wound care Nurse was available in Max Health care Saket and she was unavailable most of times due to leaves and holidays and unavailability. Due to large wound my mother dresses with wound bag and that works for hardly 2-3 days and get leaked very soon. If leakage not controlled then it will cause severe infection to patients with fever, shivering and skin infections. Most of times her bag replacement delayed by 2 to 3 days due to lack of wound care bag replacement staff. That cause my mother condition further worsens due to fever and infections. We informed same to hospital and Dr. Subhash Gupta many times but no adequate steps taken to address the issue.

No adequate steps taken by ICU staff to address issues and my mother clothes, skin get wet with leakage coming out of side and many times she got infected with fever and serious infections and that also delayed wound healing process

My mother got weakens with each passing day and wound seems to be not healing but doctor keep saying it will recover over the time. She keeps suffering unbearable pain with lack of services.

We keep asking hospital why her small intestine get cut down . Kindly give us suitable reason as there were no issue with small intestine and purpose of admission was other minor surgeries.

They are not able to answer and just keep saying your mother will be recover soon.

Later on Dr, Subhash Gupta admitted small intestine cut down due to surgical blunders during first two surgeries on 31st Aug 2022. We were shocked to hear this.

Finally after suffering for 76 days, Doctor decided to do fourth surgery on 14th Nov 2022. After surgery, bleeding continue and she was unconscious. She died on 15th Nov 2022 and all her unbearable pain also disappear. Family is in tears and mentally shocked and feeling guilty why we admitted my mother to Max Hospital Saket.

She want to live and see her grandsons, granddaughters growing up but surgical blunders and lack of proper nursing services at Max Saket taken away her life.

Hospital charge around 1 lakh per day for stay in ICU and services were quite poor as we experienced on each day and caused worsens my mother conditions.

Initial estimate was 2.25 lakh and final bill was more than 40 lakh+

Total Bill was in excess of 40 lakhs+ we have spent around 4-5 lakhs on stay and meals etc. at New Delhi+ Around medicines and wound bag of 2 lakh we have managed ourselves.

We have requested many times to hospital and max health care Chairman to provide us justice but they are not able to provide any proper response and just rubbing there hands off from all the surgical blunders and poor nursing services.

With fighting spirit my mother survived for 76 days but at end she left us after bearing unbearable pain and her cries in pain keeps coming in our memories.

My Father is 72 years old and suffered a lot and relentlessly served my mother in hospital day and night. Due to lack of services my father use to clean her wound bag many times in fear of bag will get leak and my mother will get infected.

My father is shocked and depressed and lost his hard earned money and also dignity to live life proudly with my mother.

Now for day to day work he has dependency on others to help him.

I have attached few photos of my mother so that everyone can get feel of pain she had gone through for 76 days.

Kindly help us in providing justice to Family.

Son of Kanta Garg( Neeraj Garg)"
MouthShut,Max,"We are living the worst nightmare with Max hospital Vaishali.

The nightmare started with the entry into the hospital. The sequence was as follows:

1. We brought our 6 years old daughter (Prisha Sharma) to emergency after she was unconscious at home in the morning. She also had cough and cold.

2. 5-6 different doctors approached us between 7.30 am to 11.00 am but no one could decide because they all were waiting for the neuro surgeon's opinion and also suggested congestion in chest. Till 11 am no opinion was made and everyone was giving different options for the admission in the hospital rather giving us the line of treatment for our daughter, finally, we decided to take discharge.

3. At the time of discharge we found that hospital claimed visit of pediatrician but no one suggested treatment for chest congestion, I doubt they were actually pediatrician!!!!

4. We gave our feedback at the time of discharge, post which admin Department had detailed discussion with us and called Sr. doctors Ms. Shweta and Dr. Ramalingam. After their intervention and much consultation, we decided to admit our daughter.

5. The experience with Dr. Ramalingam was so satisfying that we forgot everything but then .. again ..

My daughter was taken for CT scan by the attendant and she left her out side, there was no one to attend her!!

7. We were given containers for urine sample collection around 4.30-5.00 pm, and at 6.00 pm we advised staff on duty to collect it and reminders were given. Last reminder was by a 6 years old i.e my daughter herself at around 9.00-9.30 pm, staff came and assured us to collect it.

8. Meanwhile, we were requested to shift from room 3301 to 3309, after shifting, we cross checked at 10.45 pm and to our surprise, the staff on duty was clueless...about the urine samples.!!!

9. Sample was taken again at 11.25 pm.. There are other small issues such as Dietician and pentry services... Hospital claims that dietician will plan but again a big disappointment ....the point which I want to make here is that each one of us are charged individually but the treatment will be similar to the entire section here....

Don't know how many such events are yet to be faced !!

I want to ask, why can't we go to the best doctor directly to take their opinion and provide care at home with extensive follow-up. However best hospital care like Max Hospital is thought to understand and provide timely and quality care to its patients, but the fact is far far away from our understanding, We had to follow everyone from pillar to post to do the job.. Is it worth spending so much money and energy here... Not satisfied at all with this unethical behavior."
MouthShut,Max,"Very bad and sad to write that my mother is having treatment of cancer from february 2022 of stage 4 patient by doctor meenu walia and teem very well and recover 75% in utrous caner and finally told to frsh review.after ct scan in IPD

Senior Surgon and respected kanika gupta ji told to operate this to remove.We have requested her after deepawali during 15 days later. She told to do now as Normal operation and we admitted and finally operation successful but bp low and heart failafter operation. And in emergency doctor told me not to operate such a patient of 35% heart working.Whysenior doctor advice to operate this ??

I don't blame for her death coz its not in her hand to live or dead but should advise and cooperative when my mother tokd to take more time to recover me after sometime or after deepawali, coz she was very religions and had fast of karva chith on operations days

Else hospital was well serve the patient during 6 month

Request to please care as much as you can do

Sory if my words heart anyone"
MouthShut,Max,"Very poor staff, most of are like data entry, no cooperation, every doctor has co-ordinator who look like personal assistant make bill."
MouthShut,Max,Bad bad bad and greedy people who only want to prescribe unnecessary tests and make money .rude arrogant and full of ego.
MouthShut,Max,Why the contact number is there if there is no one receiving a call we r trying to call but no one responding
MouthShut,Max,"Please be aware of Max Saket Delhi especially international patients. They used my baby as a target. They never follow protocols or guidelines Dr Neeraj tried to closed a large VSD for my 5 month old child with a device and put him under cardiac arrest and damaged his brain he mentioned he is an ideal candidate for device closure. While other Drs are saying my child was too small for a large VSD device closure. Thereafter, Dr Dagar did an open heart surgery instead of closing the VSD he made my child's right ventricle small and again Dr Neeraj Awasthy never mentioned this to us. They produced false echo reports to us. We later found this out from another Dr outside of MAX. When when we approached Dr Dagar he denied it. Dr Neeraj Awasthy and Dr Dagar even called the other Drs to find out what information was given to us. I still can't understand why Max will still keep dishonest Drs like Dr Dagar and DR Neeraj. We now have all the evidence to proof that these Drs was in the wrong from our experience. Never trust Max Pediatric Cardiology."
MouthShut,Max,"It is your responsibility to keep attendant of pateint updated with the condition of pateint admitted in ICU regularly, as none can visit even the floor there.And we are worried and nervous.Plz lets feel that he/she is being treated not as if he/she is g"
MouthShut,Max,"Dr Udit Rohatgi, Paed the worst Dr of Max hospital, Patparganj. He even does not know how to talk with an I'll child's mother"
MouthShut,Max,"I am v thankful for being in life again. Dr DeepakBhasin and his experienced team saved my life. I was admitted in hospital with collapsed lungs, and damaged liver and kidney. My condition was so critical but Max hospital doctor saved me"
MouthShut,Max,There are no modern techniques used for treatment like HBOT or PROTON THEREPY and using only conventional way of treating .
MouthShut,Max,"Please be aware of Max Saket Delhi especially international patients. Dr Neeraj Awasthy used my baby as a target. He never follow protocols or guidelines he tried to closed a large VSD for my 5 month old child with a device and put him under cardiac arrest and damaged his brain he mentioned he is an ideal candidate for device closure. While other Drs are saying my child was too small for device closure. Thereafter, Dr Dagar did an open heart surgery instead of closing the VSD he made my child's right ventrical small and again Dr Neeraj Awasthy never mentioned this to us. They produced false echo reports to us. We later found this out from another Dr outside of MAX.When we approached them they denied it. Dr Neeraj Awasthy even called the other Dr to find out what information was given to us. I still can't understand why Max will still keep a dishonest Dr like Neeraj Awasthy. We have all the evidence to proof that the Dr was in the wrong from my experience. My suggestion to all other parents to get an echo done outside of Max to make sure your child is all well. Never trust Max Pediatric Cardiology. Please feel free to contact me 985571xxxx"
MouthShut,Max,"My experience with Max vaishali was worse, they are doing a business with no empathy. The nusrsing staff is total useless, you ring the bell then go personally to call them but they will come only if they feel like coming. Top of all they have so many hidden charges, so you end up paying a heavy amount even after having the best of insurance plan. Never go there. fortis noida is no far better, way way better"
MouthShut,Max,"Excellent and seemless service given by somya, bhumi at the Max Saket TPA desk. They were extremely quick and helpful in handling our case. Written by Rahul Virmani for patient Rachna Virmani"
MouthShut,Max,"VERY BAD EXPEIRINECE, NOT EVEN THIRD GRADE THEY HAVE 6 GRADE DOCTERS LIKE SUNIL CHAUDHARY, PRATEEK AND ALL, UN EDUCTATED TAKING THEIR DEGREE WITH MONEY ALL CIS COUNTARY PEOPLE BEWARE OF THEM"
MouthShut,Max,"It was great experience to visit a hospital.

Availability of staffs @24×7 was there...

Sanitation to medical care facilities all are well being.specialized doctors with their cooperation and infrastructure was very nice."
MouthShut,Max,"5 minutes agoNEW

We want to quote and instance regarding best of the service offered by Dr Saurabh Lall from Max Saket. Where he is more curious and worried about knowing the details how we found his contact no rather than willing to know about the concern what we called for. He didn't even bothered to listen the reason behind call and was more interested in informing that"" I am senior person and you cannot call me"" these kind of Doctors are the only one who really spoils the image of the whole organization. Our concern was only to request his intervention in fasten up the process of cashless request pending from last one week."
MouthShut,Max,"My father was admitted for 10 days and that the doctors gave the treatment was very good, and the doctors were also very good and the staff and security here were also very good."
MouthShut,Max,"I admitted for the small procedure but the charges were high. However, the treatment was okay and done by the dr deepa."
MouthShut,Max,"Worst and most expensive services… they got my father in law admitted and after 1 day we got bill of 65k… unnecessary charges…for normal blood test like CBC, CRP which cost 250-300 Rs outside they have charged 3 times… for doctor visit of 1 minute they have chaged 1400 twice a day… just full fledge loot nothing else"
MouthShut,Max,"Awful experience. Everyone is working as money making machines. Staff is inhuman. Nurses are busy in data entry and making reports and patient is dependent on its attendant only for care. Nobody comes for drip change, multiple reminders required for giving medicine to patient. Even measuring temperature is attendant job. Doctor on rounds are visiting like a Lala for one minute and their visit is charged Rs 1200 per visit. For less than 2 days , they have charged us Rs 50 k for gastro infection."
MouthShut,Max,"Dr. Neeraj Awasthy pediatric cardiologist has lied to me that my baby is and ideal candidate for a VSD device closure. When he knew that my Child had a large Apical Muscular VSD which can not be closed with a device which I recently found out he however forced us into this procedure, yet we asked him for the safe option which was the open heart. We when ahead making us believe that the process is safe he mentioned he did this for other kids. Little did we know that he was experimenting on my child to enhance is portfolio. He put my little child under cardiac arrest and brain damaged him. He has no love for kids he was very cruel to my child. Never trust Dr. Neeraj Awasthy."
MouthShut,Max,"Worst and farzi hospital. Money minded hospital. They will charge you hell lot of money and will give you wrong report and if you will tell them about this they will get angry . DO NOT TRUST MAX VAISHALI ...THEY ARE BIG TIME cheaters

IF YOU WILL GO TO ANY STAFF FOR HELP THEY WILL JUST IGNORE YOU AND WILL ASK YOU TO GO OUT...I will never recommend this hospital to anyone if you are concern about your health"
MouthShut,Max,"Dr. Neeraj Awasthy, Paediatric cardiologist, Max Saket, is the most dishonest doctor, I came across. He even went as far as to editing the documents which was already signed. Unfortunately, he did VSD device closure for my 6 month old baby which I came to know after the procedure that it was legally not supposed to be done for 6 month old child. Dr. Neeraj never explained me the risk factors but now he is claiming that device closure was high risk yet when I asked him for open- heart surgery. He said that my baby is a candidate for device closure. Little did I know, that he was experimenting on my baby to enhance his portfolio. Today, my baby is paralysed and may be brain- damaged.because Dr. Awasthy burst one of the chambers of his heart and put him under cardiac arrest. Let's hope Max will charge Dr. Awasthy for medical negligence. I plead to every parent for love of your child, never go to this doctor because today I sit with tears in my eyes looking at my baby. I have just came to know that this is not the first time that this happened. This is very sad to hear that he keeps getting away with this. All other Dr's are saying that u can't close a large musucalar vsd with a device. So can we still call Dr neeraj awasthi and experience Dr no ways he has no ethics.

https://youtu.be/cmSE2gUAeHc parents who require more information please call me on 81830394237 or email me on preeti1ahuja@gmail.com"
MouthShut,Max,"Very good care and friendly staff, food is balanced for patient and attendant as advised, speciality units are well functioning."
MouthShut,Max,"Never go here. I said never. If you don't wanna waste your hard earned money then I highly recommended to not visit here. It's worst service provider hospital in North India. Max super speciality hospital staff, billing person are so cheap. They made 50k plus bill without inform attended about tests summary. They always take money at last after your alots of test being done without giving you any breif information, that they can take alot of money from patient attended. I highly recommend not to visit in any Max super speciality hospital branch. Even they don't ask about surgery they direct said your patient have to surgery next morning without giving any reason they decide themself patient needs to surgery so they can make alot of money form patient. Before that they do alot of multiple tests without giving any details to patient or attended. At last they give you a large bill in which you realise You have become an idiot by coming here."
MouthShut,Max,I fixed an online appointment with Dr. Nikunj Agarwal. I arrived at the hospital for my appointment and the lady at the billing counter advised that the doctor had not yet arrived but she will call him and he should be at the hospital soon. After calling a couple of times she informed that the doctor will not be coming and another junior doctor from his team will reach in 40 - 45 minutes and there is no other orthopaedic doctor available. Our contact numbers are only to spam us but not to give timely information. And to make matters worse today Max sends me a message saying I didn't show up for the appointment and need to be mindful and cancel in time.
MouthShut,Max,"Went to max saket with leg pain lingering fir months. 2 months down the line and after spending quite a lot, still don't know what the diagnosis is. That's not even the real problem, because the doctor is getting late, they make a patient with leg pain run around their huge campus across different buildings, just to mint more money. Because guess what , after all that unpleasantness for me, till day I have had less than 5 min of face time with the doctor."
MouthShut,Max,"My uncle who resides in Ghaziabad got discharged from Max Super Hospital - Vaishali - Ghaziabad one week before and was advised to have a follow up with the doctor after 5 days. He had the follow up scheduled which was done through a 25 second WhatsApp call for which full consultation charges were paid by him. Since the follow up call, he had been following up with the doctor and his staff to get post hospitilization medication. My uncle is not getting any support due to the irresponsible behaviour of the doctors as well as their assistants. He is losing all his faith and confidence for Max."
MouthShut,Max,"Mai aor mere husband 12th March ko Dr Hami se private appointment leker chackup ke liye gaye the. Hospital pahunch ne per humari appointment hi staff ne apne aap hi cansiled kardi. Humne full payment karne ke baad waiting ke liye bol diya. Karib 2pm hone per humara number aya. Checkup me test likhe jo karib 9 thousands ke huye humne sare test karwa bhi liye. Aor aaj jab hum unki Report checks karwane gaye tab hume pahle payment slips banane ko bola payment slip bhi banane ke baad sirff reports check karne ke liye hume 10.30 to 1.pm tak waits karne ke baad Doctor bahar aaker baad behaviour se kahne lagi ki mere staff ko bari bari bolne ki koi jarurat nahi. Apne pappers le ja sakte ho. Aor sare pappers fank diye mere husband ke upper. Jo critical suger aor heart me satants ke pains se aor mai sugar heart aor lever ki diseases se bimar hoon. Humara kasoor bas itna hai ki Sonipat me koi best treatment nahi milta aor hume Delhi jana pardta hai aor bahut galti huyi ki hum Max Saket chale gaye. Very sorry 60 years me first time humare sath aysa hua. Aaj se pahle kabhi Govts Hospitals me bhi nahi hua.

Iss report ko ager kahin sunvayi hogi ki nahi ye mai nahi janti per Uper Bhagwan ke paas jarur hogi. Mata Pita sabke old honge aor Bhagwan ke paas jarur jaynge. Thanks for bests."
